Ano,Mes,Calc,COR(ppm Pt Co),TURB.(FTU),pH,ALC.(ppm CaCO3),AC.(ppm CaCO3),O.C.(ppm O2),DBO(ppm O2),O.D.(ppm O2),Cl-(ppm Cl-),DUR.(ppm CaCO3),Fe(ppm Fe),Mn(mg/l),N(ppm N),P(ppm P),Cond.(uS/cm),Amonia(mg/l),Surfact.(mg/l),Cianobacteria(cel/ml),S.T.(mg/l),C.T.(NMP/100ml),C.F.(NMP/100ml),CLOROFILA(ug/l),F(ppm F)
2015,Jul,Mín.,53,8,"7,3",58,5,-,--,"0,7",50,50,"0,85","0,12",--,--,370,,--,8.500,--,-,3.600,"18,30","0,27"
2015,Jul,Méd.,55,9,"7,4",76,7,-,--,"2,0",56,56,"0,98","0,18",--,--,458,,--,9.489,--,-,3.600,"18,30","0,37"
2015,Jul,Máx.,57,11,"7,6",102,8,-,--,"4,4",66,60,"1,35","0,20",--,--,537,,--,10.478,--,-,3.600,"18,30","0,45"
2015,Ago,Mín.,74,6,"7,5",102,8,"7,9",--,"0,4",73,70,"0,58","0,20",--,--,532,,--,15.489,--,-,73.000,"41,52","0,36"
2015,Ago,Méd.,80,11,"7,7",128,11,"9,8",--,"1,4",85,75,"0,92","0,35",--,--,649,,--,15.489,--,-,73.000,"41,52","0,38"
2015,Ago,Máx.,91,16,"7,8",149,14,"12,8",--,"2,5",100,84,"1,07","0,55",--,--,752,,--,15.489,--,-,73.000,"41,52","0,40"
2015,Set,Mín.,49,13,"7,1",59,5,"5,1",--,"1,2",53,50,"1,30","0,13",--,--,327,,--,32.626,--,-,2.900,"113,39","0,32"
2015,Set,Méd.,127,34,"7,4",78,7,"12,6",--,"2,8",60,62,"1,85","0,26",--,--,403,,--,32.626,--,-,2.900,"113,39","0,33"
2015,Set,Máx.,171,76,"7,5",103,9,"22,9",--,"4,5",69,71,"2,85","0,45",--,--,442,,--,32.626,--,-,2.900,"113,39","0,34"
2015,Out,Mín.,48,16,"7,3",50,5,"8,2",--,"1,2",42,48,"0,82","0,09",--,--,169,,--,40.712,--,3.300,-,"195,97","0,23"
2015,Out,Méd.,110,41,"7,6",80,10,"13,9",--,"2,7",83,89,"1,66","0,18",--,--,430,,--,40.712,--,3.300,-,"195,97","0,36"
2015,Out,Máx.,214,103,"7,8",142,15,"27,8",--,"4,5",120,140,"3,34","0,36",--,--,608,,--,40.712,--,3.300,-,"195,97","0,60"
2015,Nov,Mín.,76,23,"7,3",42,1,"7,0",--,"1,2",36,44,"0,20","0,15",--,--,223,,--,65.425,--,0,11.000,"118,30","0,27"
2015,Nov,Méd.,137,66,"7,6",55,8,"8,3",--,"2,6",63,54,"1,76","0,73",--,--,322,,--,65.425,--,0,11.000,"118,30","0,39"
2015,Nov,Máx.,227,162,"8,0",72,14,"9,1",--,"8,5",110,72,"3,07","2,36",--,--,466,,--,65.425,--,0,11.000,"118,30","0,53"
2015,Dez,Mín.,202,87,"6,6",35,7,"7,1",--,"1,8",40,26,"4,33","0,20",--,--,181,,--,32.684,--,0,5.100,"16,52","0,00"
2015,Dez,Méd.,273,175,"7,2",38,9,"8,5",--,"2,9",64,36,"4,49","0,20",--,--,194,,--,32.684,--,0,5.100,"16,52","0,00"
2015,Dez,Máx.,341,243,"7,6",41,11,"10,4",--,"4,8",106,42,"4,82","0,20",--,--,218,,--,32.684,--,0,5.100,"16,52","0,00"
2016,Jan,Mín.,165,86,"6,8",29,12,"9,3",--,"1,8",15,40,"1,45","0,14",--,--,114,,--,6.457,--,-,18.000,"5,36","0,10"
2016,Jan,Méd.,235,215,"7,2",39,19,"15,9",--,"4,2",27,43,"2,66","0,30",--,--,181,,--,6.457,--,-,18.000,"5,36","0,19"
2016,Jan,Máx.,370,472,"7,4",46,30,"24,6",--,"6,3",40,48,"3,62","0,57",--,--,247,,--,6.457,--,-,18.000,"5,36","0,28"
2016,Fev,Mín.,286,167,"7,5",46,11,"13,3",--,"5,6",120,148,"4,33","0,32",--,--,174,,--,957,--,-,22.000,"5,58","0,10"
2016,Fev,Méd.,286,167,"7,5",46,11,"13,3",--,"5,6",120,148,"4,33","0,32",--,--,174,,--,957,--,-,22.000,"5,58","0,20"
2016,Fev,Máx.,286,167,"7,5",46,11,"13,3",--,"5,6",120,148,"4,33","0,32",--,--,174,,--,957,--,-,22.000,"5,58","0,28"
2016,Mar,Mín.,186,57,"7,0",29,7,"5,0",--,"3,0",18,30,"2,88","0,10",--,--,124,,--,721,--,-,-,"2,23","0,21"
2016,Mar,Méd.,227,146,"7,3",34,9,"5,8",--,"4,3",23,35,"3,87","0,29",--,--,209,,--,721,--,-,-,"2,23","0,24"
2016,Mar,Máx.,293,335,"7,5",40,10,"6,8",--,"5,9",26,39,"4,42","0,50",--,--,460,,--,721,--,-,-,"2,23","0,26"
2016,Abr,Mín.,41,8,"6,6",23,8,"3,8",--,"2,3",12,23,"0,86","0,08",--,--,188,,--,3.143,--,-,2.000,"14,73","0,20"
2016,Abr,Méd.,73,28,"7,2",48,11,"5,9",--,"2,8",26,48,"1,24","0,11",--,--,223,,--,3.143,--,-,2.000,"14,73","0,20"
2016,Abr,Máx.,109,52,"7,5",59,14,"8,5",--,"3,6",34,74,"1,47","0,13",--,--,255,,--,3.143,--,-,2.000,"14,73","0,20"
2016,Mai,Mín.,37,7,"7,3",41,7,"4,9",--,"2,4",33,23,"0,64","0,06",--,--,209,,--,4.471,--,-,-,"18,75",-
2016,Mai,Méd.,60,26,"7,4",53,9,"5,5",--,"3,5",37,48,"1,09","0,11",--,--,255,,--,4.471,--,-,-,"18,75",-
2016,Mai,Máx.,76,68,"7,4",65,11,"7,2",--,"5,4",40,64,"1,40","0,19",--,--,285,,--,4.471,--,-,-,"18,75",-
2016,Jun,Mín.,133,45,"7,1",24,5,"8,1",--,"2,9",22,40,"2,19","0,13",--,--,116,,--,1.131,--,-,8.000,"14,28",-
2016,Jun,Méd.,270,394,"7,2",31,8,"9,2",--,"5,5",23,40,"4,90","0,48",--,--,132,,--,1.131,--,-,8.000,"14,28",-
2016,Jun,Máx.,406,742,"7,3",38,10,"10,3",--,"6,9",24,40,"7,60","0,82",--,--,147,,--,1.131,--,-,8.000,"14,28",-
2016,Jul,Mín.,40,6,"7,1",40,9,"5,3",--,"3,1",26,40,"0,83","0,07",--,--,175,,--,1.864,--,-,-,"8,04",-
2016,Jul,Méd.,57,14,"7,2",45,11,"7,1",--,"4,1",33,43,"1,10","0,09",--,--,204,,--,1.864,--,-,-,"8,04",-
2016,Jul,Máx.,75,21,"7,3",54,15,"8,5",--,"4,6",38,46,"1,47","0,09",--,--,255,,--,1.864,--,-,-,"8,04",-
2016,Ago,Mín.,42,5,"7,2",58,15,"5,8",--,"2,2",41,45,"0,45","0,07",--,--,261,,--,2.188,--,-,-,"32,59",-
2016,Ago,Méd.,43,6,"7,3",59,15,"6,3",--,"3,4",42,46,"0,63","0,08",--,--,272,,--,2.188,--,-,-,"32,59",-
2016,Ago,Máx.,44,6,"7,3",59,15,"6,8",--,"4,5",42,46,"0,80","0,08",--,--,283,,--,2.188,--,-,-,"32,59",-
2016,Set,Mín.,31,4,"7,4",41,11,"6,5",--,"2,1",37,38,"0,61","0,09",--,--,280,,--,3.607,--,-,-,"40,62",-
2016,Set,Méd.,38,5,"7,5",44,12,"7,0",--,"3,0",44,42,"0,68","0,10",--,--,325,,--,3.607,--,-,-,"40,62",-
2016,Set,Máx.,44,6,"7,5",47,12,"7,4",--,"4,1",50,46,"0,74","0,10",--,--,369,,--,3.607,--,-,-,"40,62",-
2016,Out,Mín.,29,5,"7,4",49,14,"6,6",--,"0,6",38,45,"0,84","0,15",--,--,273,,--,3.186,--,-,-,"38,84",-
2016,Out,Méd.,80,41,"7,5",57,15,"6,8",--,"2,9",47,53,"1,50","0,35",--,--,314,,--,3.186,--,-,-,"38,84",-
2016,Out,Máx.,171,108,"7,5",69,17,"7,1",--,"4,8",63,66,"2,53","0,66",--,--,357,,--,3.186,--,-,-,"38,84",-
2016,Nov,Mín.,65,19,"7,2",33,11,"11,1",--,"2,1",25,44,"1,36","0,12",--,--,158,,--,143,--,-,-,"86,30",-
2016,Nov,Méd.,218,371,"7,4",42,13,"11,1",--,"3,2",32,46,"4,92","0,76",--,--,221,,--,143,--,-,-,"86,30",-
2016,Nov,Máx.,371,722,"7,5",51,15,"11,1",--,"4,2",38,48,"8,47","1,40",--,--,283,,--,143,--,-,-,"86,30",-
2016,Dez,Mín.,37,9,"7,2",58,10,"6,3",--,"1,8",30,36,"0,82","0,13",--,--,212,,--,57,--,-,-,"0,00",-
2016,Dez,Méd.,65,22,"7,4",67,12,"8,8",--,"3,3",35,41,"1,35","0,15",--,--,245,,--,57,--,-,-,"0,00",-
2016,Dez,Máx.,90,31,"7,5",73,15,"10,5",--,"4,3",42,46,"1,61","0,16",--,--,308,,--,57,--,-,-,"0,00",-
2017,Jan,Mín.,220,210,"7,2",50,13,"7,1",--,"2,3",24,36,"2,42","0,22",--,--,120,,--,700,--,-,-,"0,74",-
2017,Jan,Méd.,220,210,"7,2",50,13,"7,1",--,"4,0",24,36,"2,42","0,22",--,--,120,,--,700,--,-,-,"0,74",-
2017,Jan,Máx.,220,210,"7,2",50,13,"7,1",--,"5,9",24,36,"2,42","0,22",--,--,120,,--,700,--,-,-,"0,74",-
2017,Fev,Mín.,67,18,"7,0",50,10,"6,5",--,"2,1",17,46,"5,74","0,40",--,--,124,,--,1.671,--,-,5.600,"9,37",-
2017,Fev,Méd.,151,75,"7,2",50,10,"6,5",--,"3,4",17,46,"5,74","0,40",--,--,163,,--,1.671,--,-,5.600,"9,37",-
2017,Fev,Máx.,234,176,"7,5",50,10,"6,5",--,"4,7",17,46,"5,74","0,40",--,--,202,,--,1.671,--,-,5.600,"9,37",-
2017,Mar,Mín.,32,8,"7,0",50,12,"4,5",--,"2,3",24,34,"1,00","0,10",--,--,151,,--,2.800,--,-,-,"12,65","0,38"
2017,Mar,Méd.,146,126,"7,2",63,13,"6,9",--,"3,2",27,37,"2,91","0,18",--,--,180,,--,2.800,--,-,-,"12,65","0,38"
2017,Mar,Máx.,263,631,"7,5",74,14,"8,2",--,"4,1",30,40,"6,30","0,25",--,--,242,,--,2.800,--,-,-,"12,65","0,38"
2017,Abr,Mín.,28,7,"7,1",35,11,"6,3",--,"1,5",30,38,"2,75","0,17",--,--,181,,--,11.928,--,0,1.600,"55,80","0,19"
2017,Abr,Méd.,75,27,"7,3",41,11,"22,2",--,"3,1",32,44,"4,08","0,21",--,--,208,,--,11.928,--,0,1.600,"55,80","0,25"
2017,Abr,Máx.,185,107,"7,6",46,11,"38,0",--,"4,6",33,50,"5,40","0,25",--,--,252,,--,11.928,--,0,1.600,"55,80","0,38"
2017,Mai,Mín.,41,3,"6,8",35,11,"3,6",--,"2,1",29,26,"0,86","0,07",--,--,174,,--,1.303,--,0,0,"31,99","0,00"
2017,Mai,Méd.,146,15,"7,1",41,25,"4,5",--,"3,8",35,36,"2,86","0,29",--,--,203,,--,2.052,--,0,0,"31,99","0,00"
2017,Mai,Máx.,299,32,"7,3",52,36,"5,3",--,"6,6",39,41,"6,00","0,66",--,--,260,,--,2.450,--,0,0,"31,99","0,00"
2017,Jun,Mín.,89,14,"7,5",65,34,"6,1",--,"5,0",37,48,"1,78","0,12",--,--,316,,--,-,--,-,1.400,-,-
2017,Jun,Méd.,89,14,"7,5",65,34,"6,1",--,"5,0",37,48,"1,78","0,12",--,--,316,,--,-,--,-,1.400,-,-
2017,Jun,Máx.,89,14,"7,5",65,34,"6,1",--,"5,0",37,48,"1,78","0,12",--,--,316,,--,-,--,-,1.400,-,-
2017,Jul,Mín.,44,7,"7,2",64,10,"6,3",--,"2,0",45,48,"0,65","0,10",--,--,257,,--,2.786,--,-,-,"28,12",-
2017,Jul,Méd.,46,8,"7,3",68,18,"6,8",--,"3,3",47,49,"0,82","0,11",--,--,277,,--,2.786,--,-,-,"28,12",-
2017,Jul,Máx.,49,9,"7,4",71,26,"7,3",--,"4,5",49,50,"0,98","0,12",--,--,310,,--,2.786,--,-,-,"28,12",-
2017,Ago,Mín.,40,7,"7,0",88,33,"7,7",--,"1,2",53,58,"0,89","0,60",--,--,345,,--,4.438,--,-,-,"14,88",-
2017,Ago,Méd.,47,8,"7,3",88,33,"7,7",--,"2,5",53,58,"0,89","0,60",--,--,386,,--,4.438,--,-,-,"14,88",-
2017,Ago,Máx.,51,9,"7,5",88,33,"7,7",--,"3,6",53,58,"0,89","0,60",--,--,490,,--,4.438,--,-,-,"14,88",-
2017,Set,Mín.,37,5,"7,3",-,-,"9,3",--,"0,9",65,50,"1,08","0,57",--,--,393,,--,-,--,-,-,-,-
2017,Set,Méd.,56,8,"7,4",-,-,"9,3",--,"2,3",65,50,"1,08","0,57",--,--,486,,--,-,--,-,-,-,-
2017,Set,Máx.,73,13,"7,5",-,-,"9,3",--,"4,1",65,50,"1,08","0,57",--,--,641,,--,-,--,-,-,-,-
2017,Out,Mín.,32,11,"7,3",-,-,-,--,"0,8",-,-,-,-,--,--,286,,--,2.007,--,-,-,"8,93",-
2017,Out,Méd.,51,18,"7,3",-,-,-,--,"2,2",-,-,-,-,--,--,324,,--,2.007,--,-,-,"8,93",-
2017,Out,Máx.,70,26,"7,4",-,-,-,--,"5,3",-,-,-,-,--,--,362,,--,2.007,--,-,-,"8,93",-
2017,Nov,Mín.,101,30,"7,4",80,72,"6,8",--,"3,5",61,56,"0,65","0,58",--,--,396,,--,1.578,--,-,-,"4,46",-
2017,Nov,Méd.,101,30,"7,4",80,72,"6,8",--,"3,5",61,56,"0,65","0,58",--,--,396,,--,1.578,--,-,-,"4,46",-
2017,Nov,Máx.,101,30,"7,4",80,72,"6,8",--,"3,5",61,56,"0,65","0,58",--,--,396,,--,1.578,--,-,-,"4,46",-
2017,Dez,Mín.,55,13,"7,3",52,-,"4,4",--,"1,3",45,50,"0,92","0,32",--,--,266,,--,4.000,--,-,-,"18,60",-
2017,Dez,Méd.,73,20,"7,5",52,-,"4,4",--,"2,4",45,50,"0,92","0,32",--,--,318,,--,6.371,--,-,-,"18,60",-
2017,Dez,Máx.,111,36,"7,9",52,-,"4,4",--,"3,4",45,50,"0,92","0,32",--,--,383,,--,8.742,--,-,-,"18,60",-
2018,Jan,Mín.,91,26,"7,0",30,9,"6,8",--,"2,7",25,40,"1,42","0,22",--,--,153,,--,3.364,--,-,-,"17,86","0,19"
2018,Jan,Méd.,215,83,"7,2",38,13,"8,8",--,"3,2",29,44,"6,07","0,67",--,--,189,,--,3.364,--,-,-,"17,86","0,24"
2018,Jan,Máx.,368,181,"7,3",48,22,"10,3",--,"4,0",33,50,"11,40","1,04",--,--,244,,--,3.364,--,-,-,"17,86","0,27"
2018,Fev,Mín.,65,19,"6,8",50,11,"5,9",--,"2,0",40,44,"1,35","0,13",--,--,173,,--,15.000,--,-,2.500,"9,30","0,29"
2018,Fev,Méd.,77,57,"7,2",56,11,"7,7",--,"2,8",40,44,"5,00","0,14",--,--,242,,--,15.000,--,-,2.500,"9,30","0,32"
2018,Fev,Máx.,87,151,"7,3",62,11,"9,4",--,"4,4",40,44,"8,64","0,14",--,--,274,,--,15.000,--,-,2.500,"9,30","0,35"
2018,Mar,Mín.,50,12,"6,9",65,14,"6,7",--,"1,6",40,52,"1,08","0,18",--,--,194,,--,6.961,--,-,-,"11,16",-
2018,Mar,Méd.,110,64,"7,1",65,14,"6,7",--,"2,6",40,52,"1,08","0,18",--,--,274,,--,6.961,--,-,-,"11,16",-
2018,Mar,Máx.,316,300,"7,3",65,14,"6,7",--,"4,0",40,52,"1,08","0,18",--,--,322,,--,6.961,--,-,-,"11,16",-
2018,Abr,Mín.,50,7,"7,1",67,9,"7,2",--,"1,5",45,24,"0,85","0,17",--,--,187,,--,3.607,--,-,2.700,"14,73","0,34"
2018,Abr,Méd.,84,32,"7,3",85,11,"7,4",--,"2,6",45,37,"1,08","0,19",--,--,316,,--,3.607,--,-,2.700,"14,73","0,34"
2018,Abr,Máx.,128,60,"7,6",102,12,"7,5",--,"3,8",45,50,"1,30","0,21",--,--,413,,--,3.607,--,-,2.700,"14,73","0,34"
2018,Mai,Mín.,34,7,"6,9",88,8,"6,0",--,"1,1",42,12,"0,66","0,13",--,--,348,,--,3.507,--,-,2.400,"20,46",-
2018,Mai,Méd.,41,8,"7,2",90,10,"6,3",--,"2,3",44,13,"0,80","0,16",--,--,371,,--,3.507,--,-,2.400,"20,46",-
2018,Mai,Máx.,45,10,"7,4",92,11,"6,5",--,"4,2",47,14,"1,00","0,21",--,--,397,,--,3.507,--,-,2.400,"20,46",-
2018,Jun,Mín.,37,6,"7,1",84,8,"4,6",--,"0,8",41,20,"0,80","0,06",--,--,411,,--,2.705,--,-,-,"32,74",
2018,Jun,Méd.,44,8,"7,2",88,10,"5,2",--,"2,2",42,21,"0,81","0,06",--,--,443,,--,2.705,--,-,-,"32,74",-
2018,Jun,Máx.,50,11,"7,2",92,11,"5,7",--,"3,4",43,21,"0,82","0,06",--,--,474,,--,2.705,--,-,-,"32,74",-
2018,Jul,Mín.,52,5,"7,2",107,10,"7,5",--,-,51,20,"0,70","0,15",--,--,441,,--,5.028,--,-,23.000,"45,76",-
2018,Jul,Méd.,55,8,"7,4",117,11,"8,3",--,-,57,25,"0,88","0,16",--,--,473,,--,5.028,--,-,23.000,"45,76",-
2018,Jul,Máx.,57,15,"7,6",124,12,"9,0",--,-,60,30,"1,03","0,18",--,--,531,,--,5.028,--,-,23.000,"45,76",-
2018,Ago,Mín.,46,6,"6,9",55,18,"6,3",--,-,30,14,"0,77","0,05",--,--,281,,--,2.536,--,-,-,-,"0,37"
2018,Ago,Méd.,77,28,"7,1",84,20,"9,3",--,-,45,40,"1,34","0,29",--,--,385,,--,2.536,--,-,-,-,"0,48"
2018,Ago,Máx.,111,66,"7,3",124,21,"13,1",--,-,62,60,"1,90","0,60",--,--,534,,--,2.536,--,-,-,-,"0,59"
2018,Set,Mín.,37,8,"7,1",86,12,"7,7",--,"0,9",48,26,"0,98","0,09",--,--,401,,--,-,--,-,-,-,"0,73"
2018,Set,Méd.,60,24,"7,3",92,13,"9,1",--,"2,0",52,39,"1,22","0,12",--,--,463,,--,-,--,-,-,-,"0,73"
2018,Set,Máx.,77,78,"7,5",97,13,"10,5",--,"4,5",55,52,"1,46","0,14",--,--,532,,--,-,--,-,-,-,"0,73"
2018,Out,Mín.,50,6,"7,1",53,7,"6,9",--,-,27,10,"0,67","0,11",--,--,295,,--,36.985,--,-,5.400,"74,40",-
2018,Out,Méd.,71,21,"7,3",75,12,"9,8",--,-,50,39,"1,28","0,16",--,--,397,,--,36.985,--,-,5.400,"74,40",-
2018,Out,Máx.,169,83,"7,7",88,20,"12,3",--,-,70,48,"2,97","0,27",--,--,535,,--,36.985,--,-,5.400,"74,40",-
2018,Nov,Mín.,46,7,"6,8",46,19,"4,7",--,"1,2",35,20,"0,69","0,10",--,--,182,,--,8.142,--,-,-,"20,83",-
2018,Nov,Méd.,128,49,"7,1",63,26,"7,1",--,"2,6",57,44,"1,75","0,16",--,--,296,,--,8.142,--,-,-,"20,83",-
2018,Nov,Máx.,397,142,"7,3",88,32,"9,1",--,"5,1",87,62,"5,10","0,32",--,--,409,,--,8.142,--,-,-,"20,83",-
2018,Dez,Mín.,38,11,"6,9",42,6,"4,2",--,-,24,36,"0,36","0,05",--,--,206,,--,-,--,-,-,-,-
2018,Dez,Méd.,79,47,"7,0",52,30,"6,2",--,"2,8",43,48,"1,64","0,12",--,--,242,,--,-,--,-,-,-,-
2018,Dez,Máx.,141,96,"7,2",58,42,"7,5",--,"5,6",68,66,"2,66","0,18",--,--,329,,--,-,--,-,-,-,-
2019,Jan,Mín.,71,22,"6,9",42,10,"4,2",--,"1,6",34,40,"1,72","0,10",--,--,208,,--,7.018,--,-,20.000,"40,55",-
2019,Jan,Méd.,120,42,"7,1",56,29,"6,2",--,"3,2",39,46,"2,77","0,15",--,--,238,,--,7.018,--,-,20.000,"40,55",-
2019,Jan,Máx.,215,80,"7,3",68,40,"7,6",--,"4,6",48,50,"3,40","0,23",--,--,267,,--,7.018,--,-,20.000,"40,55",-
2019,Fev,Mín.,60,13,"6,7",60,6,"7,0",--,"1,5",40,48,"1,25","0,10",--,--,164,,--,13.865,--,-,-,"9,30",-
2019,Fev,Méd.,196,53,"7,0",71,17,"8,2",--,"3,0",59,58,"2,29","0,16",--,--,275,,--,13.865,--,-,-,"9,30",-
2019,Fev,Máx.,589,168,"7,2",87,32,"9,6",--,"4,9",80,70,"4,50","0,24",--,--,350,,--,13.865,--,-,-,"9,30",-
2019,Mar,Mín.,60,15,"6,8",40,7,"6,2",--,"3,0",22,36,"1,22","0,11",--,--,159,,--,8.361,--,-,-,"15,62",-
2019,Mar,Méd.,186,123,"7,0",50,10,"7,5",--,"4,2",39,48,"3,01","0,25",--,--,202,,--,8.361,--,-,-,"15,62",-
2019,Mar,Máx.,357,364,"7,2",63,17,"9,2",--,"5,7",62,70,"6,21","0,62",--,--,266,,--,8.361,--,-,-,"15,62",-
2019,Abr,Mín.,47,11,"6,8",30,7,"6,0",--,"1,4",24,16,"1,13","0,05",--,--,150,,--,2.790,--,-,5.400,"7,44",-
2019,Abr,Méd.,112,68,"7,2",44,9,"7,2",--,"3,8",27,35,"3,73","0,12",--,--,209,,--,2.790,--,-,5.400,"7,44",-
2019,Abr,Máx.,230,216,"7,5",62,10,"8,1",--,"6,9",32,60,"8,50","0,17",--,--,285,,--,2.790,--,-,5.400,"7,44",-
2019,Mai,Mín.,52,7,"7,0",57,6,"5,2",--,"2,6",29,52,"0,73","0,06",--,--,239,,--,5.847,--,-,2.000,"6,70",-
2019,Mai,Méd.,69,19,"7,2",60,9,"6,6",--,"3,3",32,64,"1,63","0,12",--,--,273,,--,5.847,--,-,2.000,"6,70",-
2019,Mai,Máx.,95,47,"7,4",63,10,"7,4",--,"4,1",37,80,"2,30","0,16",--,--,296,,--,5.847,--,-,2.000,"6,70",-
2019,Jun,Mín.,38,5,"7,0",53,7,"3,2",--,"2,8",22,56,"0,82","0,06",--,--,216,,--,7.495,--,-,-,"33,11",
2019,Jun,Méd.,48,9,"7,1",64,8,"4,9",--,"3,8",34,58,"1,03","0,10",--,--,273,,--,7.495,--,-,-,"33,11",-
2019,Jun,Máx.,71,15,"7,2",76,9,"6,0",--,"4,6",40,62,"1,35","0,15",--,--,327,,--,7.495,--,-,-,"33,11",-
2019,Jul,Mín.,42,8,"6,8",60,0,"5,5",--,"2,2",49,60,"0,68","0,07",--,--,212,,--,12.942,--,-,1.200,"29,76",-
2019,Jul,Méd.,55,26,"7,0",66,4,"7,5",--,"3,8",54,76,"1,19","0,10",--,--,250,,--,12.942,--,-,1.200,"29,76",-
2019,Jul,Máx.,84,54,"7,2",76,13,"10,0",--,"4,9",60,122,"1,55","0,11",--,--,313,,--,12.942,--,-,1.200,"29,76",-
2019,Ago,Mín.,32,5,"7,1",68,7,"6,8",--,"1,8",38,58,"0,60","0,08",--,--,328,,--,34.892,--,-,8.700,"70,68",-
2019,Ago,Méd.,40,8,"7,2",83,8,"8,0",--,"3,3",50,74,"0,76","0,13",--,--,385,,--,34.892,--,-,8.700,"70,68",-
2019,Ago,Máx.,52,22,"7,3",103,12,"9,9",--,"5,2",75,82,"0,93","0,19",--,--,452,,--,34.892,--,-,8.700,"70,68",-
2019,Set,Mín.,42,3,"7,2",82,7,"7,2",--,"1,0",42,54,"0,49","0,11",--,--,364,,--,26.475,--,-,-,"145,08","0,50"
2019,Set,Méd.,55,7,"7,3",98,9,"8,9",--,"2,8",82,72,"0,95","0,19",--,--,457,,--,26.475,--,-,-,"145,08","0,61"
2019,Set,Máx.,67,20,"7,4",120,11,"12,3",--,"4,2",164,100,"1,88","0,30",--,--,540,,--,26.475,--,-,-,"145,08","0,93"
2019,Out,Mín.,47,4,"7,2",88,9,"6,9",--,"2,0",45,60,"0,33","0,09",--,--,458,,--,17.275,--,-,1.400,"124,25","0,43"
2019,Out,Méd.,60,17,"7,3",97,10,"8,5",--,"3,4",52,72,"0,53","0,17",--,--,502,,--,17.438,--,-,1.400,"124,25","0,52"
2019,Out,Máx.,73,45,"7,5",122,11,"10,4",--,"5,6",60,80,"0,97","0,28",--,--,595,,--,17.600,--,-,1.400,"124,25","0,56"
2019,Nov,Mín.,46,26,"7,0",55,7,"8,2",--,"1,8",23,32,"0,69","0,07",--,--,280,,--,28.956,--,-,-,"51,71","0,33"
2019,Nov,Méd.,261,254,"7,1",61,10,"11,0",--,"2,8",31,48,"3,02","0,38",--,--,345,,--,28.956,--,-,-,"51,71","0,38"
2019,Nov,Máx.,1.050,1.128,"7,3",69,13,"17,7",--,"4,3",41,66,"10,56","1,64",--,--,418,,--,28.956,--,-,-,"51,71","0,42"
2019,Dez,Mín.,94,5,"6,8",45,6,"8,3",--,"2,8",20,30,"0,55","0,09",--,--,177,,--,-,--,-,-,-,"0,25"
2019,Dez,Méd.,307,152,"7,0",54,8,"9,5",--,"3,5",28,50,"1,20","0,14",--,--,261,,--,-,--,-,-,-,"0,38"
2019,Dez,Máx.,804,950,"7,3",66,10,"12,7",--,"4,7",38,66,"2,18","0,19",--,--,345,,--,-,--,-,-,-,"0,88"
2020,Jan,Mín.,61,16,"6,9",30,5,"8,8",--,"2,4",10,36,"0,96","0,06",--,--,110,,--,4.085,--,-,20.000,"13,39","0,24"
2020,Jan,Méd.,205,218,"7,1",42,7,"10,3",--,"3,7",21,46,"5,39","0,27",--,--,203,,--,4.085,--,-,20.000,"13,39","0,33"
2020,Jan,Máx.,864,1.054,"7,4",69,10,"13,0",--,"5,1",30,60,"7,50","0,49",--,--,311,,--,4.085,--,-,20.000,"13,39","0,64"
2020,Fev,Mín.,171,101,"6,6",26,4,"7,4",--,"3,0",14,36,"3,20","0,16",--,--,153,,--,2.543,--,-,6.600,"13,39","0,22"
2020,Fev,Méd.,192,152,"7,0",36,10,"8,2",--,"4,6",22,70,"5,44","0,53",--,--,185,,--,2.543,--,-,6.600,"13,39","0,24"
2020,Fev,Máx.,234,209,"7,4",43,22,"9,9",--,"6,7",30,126,"8,20","1,25",--,--,245,,--,2.543,--,-,6.600,"13,39","0,28"
2020,Mar,Mín.,59,20,"7,0",38,11,"5,9",--,"2,3",16,46,"1,37","0,10",--,--,169,,--,7.985,--,-,17.100,"19,34","0,23"
2020,Mar,Méd.,80,42,"7,1",43,13,"6,5",--,"3,8",19,50,"1,71","0,12",--,--,209,,--,7.985,--,-,17.100,"19,34","0,31"
2020,Mar,Máx.,96,63,"7,2",49,14,"6,8",--,"5,8",22,55,"2,22","0,16",--,--,250,,--,7.985,--,-,17.100,"19,34","0,38"
2020,Abr,Mín.,9,4,"7,0",-,-,-,--,"2,8",-,-,-,-,--,--,-,,--,9.037,--,-,1.200,"39,43","0,18"
2020,Abr,Méd.,29,9,"7,1",-,-,-,--,"3,6",-,-,-,-,--,--,-,,--,9.037,--,-,1.200,"39,43","0,27"
2020,Abr,Máx.,105,18,"7,3",-,-,-,--,"4,4",-,-,-,-,--,--,-,,--,9.037,--,-,1.200,"39,43","0,32"
2020,Mai,Mín.,20,3,"7,1",-,-,-,--,"2,6",-,-,-,-,--,--,-,,--,6.235,--,-,820,"25,67","0,22"
2020,Mai,Méd.,36,6,"7,2",-,-,-,--,"3,6",-,-,-,-,--,--,-,,--,6.235,--,-,820,"25,67","0,35"
2020,Mai,Máx.,51,11,"7,3",-,-,-,--,"4,8",-,-,-,-,--,--,-,,--,6.235,--,-,820,"25,67","0,53"
2020,Jun,Mín.,25,3,"6,8",-,-,-,--,"2,0",-,-,-,-,--,--,92,,--,11.894,--,-,7.500,"27,16","0,21"
